timestamp,avg_hr,rmssd,acc_mag
1777219020000,78.82692307692308,9.013617414883166,9.970878858229492
1777219080000,87.28888888888889,8.20372390238927,8.225142976857368
1777219140000,90.30508474576271,8.528722797817151,9.591595606385635
1777219200000,93.71153846153847,8.473115350637697,NaN
1777219260000,75.70588235294117,12.07403728555831,9.694043246455212
1777219320000,67.83018867924528,11.316154618337157,9.863483101686557
1777219380000,72.23728813559322,13.012922365991937,10.115144018686241
1777219440000,69.43103448275862,12.916885204840861,9.917070514630455
1777219500000,84.93333333333334,14.846735126799073,9.760488529491079
1777219560000,80.68181818181819,13.6835240677436,10.780565578066042
1777219620000,78.10344827586206,9.08285339539374,9.789997202858014
1777219800000,70.47368421052632,7.397903151391599,NaN
1777219680000,68.8135593220339,13.581476741798102,NaN
1777219740000,68.36666666666666,6.6946560047382455,NaN
1777219860000,78.84615384615384,16.997079890312225,10.466442787267537
1777219980000,86.89473684210526,8.218916510582218,10.265957841990598
1777220040000,81.35593220338983,8.53131040096226,9.680022418603993
1777220100000,81.64285714285714,8.943137369930009,9.699332600223883
1777220160000,88.10344827586206,8.136976346338264,9.73016202356272
1777220220000,84.0677966101695,6.328105443807447,NaN
1777220280000,84.49090909090908,7.84714550852037,9.919280071254612
1777220460000,80.96610169491525,7.2194433991554625,9.72675747233857
1777220520000,71.38333333333334,10.15130861479947,9.715048327284062
1777220640000,82.0677966101695,6.164629625341365,9.8148755378996
1777220760000,78.13333333333334,10.836703885979103,9.390144006491344
1777220820000,79.51666666666667,9.47150331479105,9.69888365309178
1777220880000,76.16666666666667,6.199892873156335,9.5716752059166
1777220340000,80.28333333333333,8.675899021509371,NaN
1777220400000,74.98305084745763,9.592145129270502,NaN
1777220700000,82.7457627118644,8.210008705106864,9.87279888867568
1777220580000,77.89655172413794,15.114578979609359,NaN
1777220880000,75.525,11.22174996029874,9.407532259206333
1777221000000,76.46666666666667,5.977563283438516,9.58026065063684
1777221120000,74.3,10.528501217430472,9.424593312291194
1777221180000,72.88333333333334,4.163317811238088,9.41300919438184
1777220940000,75.58333333333333,8.355698036298815,NaN
1777221060000,75.38333333333334,5.7997405615562725,NaN
1777221240000,64.08474576271186,34.03669433388482,9.85031246316271
1777221300000,77.1,13.593986639197706,9.629097115372952
1777221420000,82.46808510638297,7.398994852464773,10.26581450389821
1777221540000,71.73333333333333,9.066587877312344,9.70641935634307
1777221600000,73.72881355932203,11.314965827850992,9.486203555441765
1777221660000,72.01694915254237,7.6515554292469155,9.582576915984486
1777221780000,77.13559322033899,10.915569399587381,9.980622361482547
1777221480000,73.66666666666667,7.459765742429768,NaN
1777221720000,68.9,12.604463146327866,NaN
1777221840000,67.82758620689656,16.060324749380698,10.038650374060971
1777221900000,73.24074074074075,11.691842289440302,9.990289748398464
1777221960000,72.58333333333333,7.83955994375419,10.005056408816486
1777222080000,73.93333333333334,8.567873867730272,11.484804124679538
1777222140000,73.32203389830508,11.000560948513872,9.896334735370642
1777222320000,75.08333333333333,6.97584892295014,9.853929950036417
1777222380000,77.03389830508475,6.794074438183843,9.69121416883074
1777222440000,75.32203389830508,7.166259395664222,9.88529222025515
1777222020000,71.11864406779661,4.6414241524039825,NaN
1777222200000,73.56666666666666,10.453220787482058,NaN
1777222260000,75.2,5.0264160816706225,NaN
1777222500000,72.94915254237289,7.264310625891874,NaN
1777222560000,71.74545454545455,7.214019292040173,10.094456042170558
1777222620000,89.0,13.303976365238585,7.435077689508256
1777222680000,87.63414634146342,11.383459426042576,11.287079178150245
1777222800000,71.23333333333333,7.177411081235912,9.663514840795946
1777222920000,77.14035087719299,11.361868698238556,11.192138531595813
1777223100000,69.3,9.958872204743104,9.624718867090403
1777223160000,70.24561403508773,6.142157645547322,9.638255211827257
1777222740000,73.08474576271186,9.66135747498671,NaN
1777222860000,69.58333333333333,5.642357381191562,NaN
1777222980000,76.77966101694915,10.065058735758894,NaN
1777223040000,72.95,7.628000132208228,NaN
1777223340000,69.41666666666667,4.626365667736994,9.636421608303895
1777223520000,74.94827586206897,6.636064125780537,9.766227072974324
1777223640000,64.61666666666666,44.47878346898093,9.816881113161651
1777223460000,70.94915254237289,8.834368474593807,9.90708167926302
1777223220000,69.25,5.878584486413816,NaN
1777223280000,69.11666666666666,5.67651766511227,NaN
1777223400000,69.05,5.910864051996174,NaN
1777223580000,76.1864406779661,8.467172185861111,NaN
1777223700000,66.64285714285714,15.870112636105619,9.831119739394998
1777223760000,69.0677966101695,12.580000747086338,9.586736982365208
1777223820000,69.43103448275862,18.176912600725927,9.913351057857449
1777223880000,74.22033898305085,10.50761430900892,9.712598197744448
1777223940000,75.31666666666666,7.489031189002449,9.73305011478329
1777224000000,78.71186440677967,7.577946406881357,8.859701638513252
1777224060000,69.0677966101695,7.785530137675022,NaN
1777224120000,67.3,7.950316628256082,NaN
1777224180000,63.516666666666666,43.36605380611987,NaN
1777224240000,64.58333333333333,24.306219164497186,NaN
1777224300000,65.24561403508773,7.818570760714752,9.69869838305965
1777224420000,69.6,5.771132182375814,9.708621284460403
1777224540000,65.88333333333334,4.395632352750906,9.715116066554467
1777224900000,64.0,0.0,9.697725294148196
1777224840000,63.916666666666664,25.0096539117817,9.709824788161816
1777224360000,68.45,6.476813104687553,NaN
1777224600000,65.08333333333333,5.23115656360496,NaN
1777224480000,67.03333333333333,6.475446597092395,NaN
1777224660000,63.56666666666667,25.199366812957706,NaN
1777224720000,64.9,8.586324863069741,NaN
1777224780000,66.78333333333333,3.9745538905713054,NaN
1777224900000,64.27777777777777,7.449438794770392,9.684897273628776
1777224960000,65.35,5.8332442756089735,9.68906465222543
1777225020000,66.26666666666667,7.214999511443393,9.704711412673692
1777225080000,65.15,5.816636080619799,9.713623816790715
1777225200000,65.54237288135593,4.431742964066184,9.689036571092826
1777225140000,65.83333333333333,5.657947330474514,NaN
1777225260000,65.21666666666667,6.114862391413173,NaN
1777225320000,64.28333333333333,24.779952025237634,NaN
1777225380000,65.81666666666666,7.9530963582027,NaN
1777225440000,66.88333333333334,5.490436985908725,NaN
1777225500000,65.83928571428571,6.453605985465278,9.697813177244706
1777225560000,64.71666666666667,6.114862391413173,9.687211497395587
1777225740000,66.76666666666667,6.388813466167019,9.704156160929282
1777225680000,66.51666666666667,5.844474941883651,9.732818395645417
1777225800000,66.26666666666667,5.881459699111164,9.725785396045039
1777225860000,69.56666666666666,4.620158685733549,9.691803259778812
1777225980000,69.38333333333334,5.196323976761357,9.702921048054714
1777225920000,69.96666666666667,5.55217770669347,NaN
